CountryName,CountryCode,Indicator Name,Indicator Code,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016
"Macao SAR, China",MAC,Rural population (% of total population),SP.RUR.TOTL.ZS,4.711,4.672,4.444,4.227,4.02,3.823,3.635,3.456,3.285,3.123,2.968,2.792,2.603,2.427,2.262,2.109,1.965,1.831,1.706,1.59,1.481,1.345,1.111,0.916,0.756,0.623,0.514,0.424,0.349,0.288,0.237,0.195,0.161,0.133,0.109,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Martin (French part),MAF,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,Rural population (% of total population),SP.RUR.TOTL.ZS,70.643,70.151,69.655,69.154,68.647,68.138,67.623,67.104,66.581,66.054,65.523,64.988,64.325,63.651,62.971,62.286,61.595,60.901,60.202,59.498,58.79,58.08,57.366,56.653,55.937,55.221,54.502,53.781,53.057,52.334,51.609,50.883,50.156,49.431,48.705,48.308,47.978,47.65,47.322,46.993,46.665,46.338,46.01,45.683,45.356,44.874,44.36,43.847,43.335,42.825,42.316,41.809,41.303,40.8,40.301,39.805,39.315
Monaco,MCO,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,Rural population (% of total population),SP.RUR.TOTL.ZS,76.576,75.784,74.973,74.144,73.297,72.434,71.553,70.655,69.74,68.811,67.932,67.121,66.299,65.469,64.628,63.778,62.918,62.052,61.178,60.36,59.613,58.864,58.109,57.351,56.588,55.824,55.056,54.286,53.512,53.144,53.238,53.331,53.425,53.519,53.613,53.706,53.8,53.899,53.998,54.098,54.197,54.296,54.395,54.494,54.593,54.692,54.791,54.89,54.989,55.064,55.114,55.141,55.143,55.121,55.075,55.005,54.911
Madagascar,MDG,Rural population (% of total population),SP.RUR.TOTL.ZS,89.358,89.029,88.691,88.343,87.986,87.621,87.253,86.926,86.59,86.249,85.9,85.474,85.036,84.589,84.131,83.666,83.245,82.816,82.378,81.932,81.476,81.012,80.539,80.057,79.566,79.067,78.558,78.041,77.513,76.979,76.434,75.881,75.319,74.749,74.464,74.204,73.942,73.679,73.414,73.147,72.879,72.609,72.337,72.064,71.789,71.186,70.575,69.957,69.33,68.702,68.071,67.438,66.804,66.168,65.532,64.895,64.259
Maldives,MDV,Rural population (% of total population),SP.RUR.TOTL.ZS,88.827,88.77,88.712,88.655,88.596,88.542,88.607,88.664,88.484,88.302,88.107,87.158,86.142,85.064,83.915,82.696,81.404,80.042,79.022,78.393,77.75,77.095,76.426,75.743,75.046,74.509,74.43,74.352,74.273,74.194,74.16,74.224,74.287,74.351,74.414,74.362,73.992,73.621,73.245,72.866,72.294,71.141,69.958,68.748,67.51,66.25,64.966,63.697,62.447,61.219,60.016,58.841,57.697,56.584,55.506,54.464,53.46
Middle East & North Africa,MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,65.03837084,64.28253831,63.51776798,62.74336386,61.94110666,61.10737649,60.32015819,59.59044663,58.85707648,58.11250864,57.35158034,56.60648528,55.85012588,55.08001001,54.34329878,53.63358334,52.93667913,52.29470659,51.67578757,51.06231232,50.44090535,49.82071598,49.20820665,48.60215159,48.00746546,47.43004971,46.8602833,46.38359946,45.98486957,45.62248753,45.16421242,44.79760479,44.70907891,44.29759257,43.90495186,43.32928206,43.00135734,42.65526598,42.28456598,41.90325343,41.52158858,41.14543556,40.77205964,40.39765747,40.01475256,39.61158105,39.19574955,38.79207152,38.39498634,37.99856526,37.61348989,37.23679435,36.86424913,36.50176739,36.15176537,35.81534088,35.49336189
Mexico,MEX,Rural population (% of total population),SP.RUR.TOTL.ZS,49.247,48.41,47.572,46.735,45.9,45.069,44.239,43.413,42.589,41.771,40.979,40.221,39.468,38.721,37.978,37.241,36.509,35.785,35.066,34.354,33.661,33.13,32.604,32.081,31.563,31.05,30.541,30.037,29.538,29.044,28.581,28.184,27.791,27.402,27.015,26.632,26.33,26.071,25.814,25.559,25.278,24.955,24.635,24.318,24.003,23.692,23.383,23.077,22.773,22.473,22.175,21.882,21.593,21.309,21.029,20.754,20.483
Marshall Islands,MHL,Rural population (% of total population),SP.RUR.TOTL.ZS,64.416,63.041,61.642,60.224,58.786,57.337,55.874,54.4,51.771,49.139,46.508,43.897,41.315,38.788,38.907,39.368,39.832,40.296,40.763,41.231,41.702,41.174,40.386,39.604,38.825,38.055,37.289,36.53,35.776,35.286,34.946,34.608,34.272,33.937,33.604,33.273,32.942,32.615,32.288,31.963,31.642,31.326,31.013,30.704,30.4,30.099,29.803,29.51,29.222,28.938,28.657,28.381,28.109,27.841,27.576,27.316,27.06
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,75.52807521,75.00106918,74.50202931,74.03902706,73.5683237,73.33244915,73.10892375,72.87103523,72.63458586,72.40298805,72.17243913,71.92353752,71.64098943,71.31988443,70.95906429,70.655909,70.29526439,69.93077358,69.46508317,68.90645298,68.33930843,67.76353998,67.22561221,66.72908947,66.21791368,65.70603467,65.19846728,64.69717676,64.19732046,63.70873535,63.21867974,62.74362381,62.27029162,61.79491837,61.32279039,60.8491639,60.37423968,59.89254994,59.40392924,58.91052998,58.40739933,57.85383062,57.24647582,56.6295598,56.00561292,55.37772954,54.75632909,54.13748902,53.51481098,52.89052742,52.26471525,51.63849083,51.01719967,50.40512028,49.80353389,49.21262866,48.63340727
"Macedonia, FYR",MKD,Rural population (% of total population),SP.RUR.TOTL.ZS,65.98,64.786,63.527,62.25,60.953,59.645,58.32,56.984,55.636,54.282,52.921,51.754,51.173,50.593,50.012,49.431,48.849,48.27,47.69,47.111,46.531,45.993,45.57,45.147,44.724,44.304,43.883,43.464,43.045,42.627,42.211,41.766,41.236,40.709,40.206,40.413,40.62,40.828,41.035,41.243,41.452,41.661,41.87,42.079,42.289,42.473,42.631,42.764,42.871,42.953,43.008,43.038,43.041,43.019,42.971,42.896,42.796
Mali,MLI,Rural population (% of total population),SP.RUR.TOTL.ZS,88.934,88.639,88.338,88.03,87.714,87.392,87.062,86.726,86.381,86.029,85.67,85.303,84.928,84.546,84.155,83.756,83.349,82.917,82.46,81.993,81.516,81.03,80.534,80.028,79.512,78.987,78.452,77.931,77.518,77.101,76.678,76.249,75.814,75.376,74.931,74.481,74.025,73.566,73.052,72.354,71.644,70.925,70.194,69.453,68.7,67.94,67.168,66.388,65.597,64.8,64.004,63.211,62.421,61.637,60.857,60.084,59.317
Malta,MLT,Rural population (% of total population),SP.RUR.TOTL.ZS,9.871,9.931,9.992,10.052,10.114,10.175,10.236,10.298,10.318,10.31,10.301,10.292,10.284,10.275,10.266,10.258,10.249,10.24,10.232,10.223,10.215,10.206,10.197,10.189,10.18,10.172,10.093,9.972,9.853,9.735,9.619,9.503,9.389,9.277,9.165,9.054,8.819,8.508,8.207,7.915,7.632,7.359,7.095,6.84,6.593,6.355,6.125,5.908,5.705,5.514,5.335,5.167,5.009,4.861,4.723,4.593,4.471
Myanmar,MMR,Rural population (% of total population),SP.RUR.TOTL.ZS,80.774,80.434,80.09,79.741,79.387,79.029,78.666,78.299,77.927,77.551,77.17,76.785,76.394,76.097,76.087,76.078,76.067,76.058,76.048,76.038,76.027,76.018,76.007,75.997,75.97,75.924,75.861,75.781,75.682,75.565,75.43,75.276,75.104,74.914,74.704,74.475,74.227,73.958,73.67,73.361,73.032,72.682,72.311,71.919,71.505,71.07,70.614,70.135,69.637,69.119,68.595,68.065,67.531,66.993,66.449,65.902,65.35
Middle East & North Africa (excluding high income),MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,66.11737265,65.397398,64.67798726,63.95410827,63.21921163,62.44747053,61.72041708,61.07456403,60.40602461,59.73380367,59.05670836,58.3998626,57.72927979,57.05969043,56.41967043,55.79012256,55.17620344,54.62327412,54.09511384,53.57636855,53.04668836,52.51204121,51.98241563,51.45630765,50.93099473,50.42597251,49.92350212,49.48601444,49.1297316,48.80375321,48.34021025,48.01653072,47.63379182,47.23424158,46.83714672,46.48712574,46.14759358,45.7971108,45.42433539,45.04561372,44.6702657,44.30047724,43.93401772,43.57220725,43.21643997,42.85605678,42.49780655,42.16533399,41.84395507,41.52018879,41.19126747,40.85595866,40.51145416,40.16642699,39.82703654,39.49694193,39.17712096
Montenegro,MNE,Rural population (% of total population),SP.RUR.TOTL.ZS,81.212,80.498,79.763,79.007,78.23,77.434,76.617,75.78,74.921,74.045,73.147,72.231,71.294,70.341,69.368,68.378,67.37,66.348,65.31,64.256,63.187,62.108,61.016,59.912,58.796,57.675,56.544,55.406,54.261,53.114,51.963,50.835,49.782,48.733,47.683,46.635,45.588,44.549,43.512,42.482,41.456,40.441,39.432,38.432,37.98,37.8,37.62,37.44,37.261,37.082,36.904,36.726,36.543,36.357,36.168,35.974,35.777
Mongolia,MNG,Rural population (% of total population),SP.RUR.TOTL.ZS,64.321,62.318,60.27,58.944,58.415,57.886,57.353,56.819,56.283,55.664,54.948,54.23,53.509,52.789,52.067,51.344,50.619,49.897,49.173,48.512,47.917,47.324,46.732,46.14,45.548,44.96,44.372,43.785,43.2,42.922,42.967,43.013,43.058,43.104,43.149,43.195,43.24,43.286,43.331,43.377,42.867,41.778,40.696,39.622,38.557,37.506,36.465,35.436,34.419,33.42,32.433,31.462,30.528,29.634,28.778,27.96,27.177
Northern Mariana Islands,MNP,Rural population (% of total population),SP.RUR.TOTL.ZS,48.781,47.259,45.74,44.229,42.726,41.241,39.769,38.312,35.408,32.616,29.938,27.391,24.979,22.72,20.984,19.446,17.993,16.63,15.349,14.15,13.216,12.883,12.556,12.237,11.924,11.619,11.321,11.029,10.743,10.465,10.269,10.303,10.338,10.373,10.408,10.443,10.345,10.216,10.088,9.962,9.884,9.946,10.009,10.073,10.137,10.201,10.265,10.33,10.395,10.461,10.526,10.586,10.64,10.687,10.728,10.763,10.791
Mozambique,MOZ,Rural population (% of total population),SP.RUR.TOTL.ZS,95.231,95.051,94.856,94.655,94.445,94.229,94.004,93.771,93.529,93.28,93.021,92.639,92.136,91.603,91.037,90.437,89.8,89.128,88.416,87.664,86.869,85.949,84.965,83.926,82.828,81.674,80.459,79.185,77.848,76.455,75,74.513,74.02,73.521,73.016,72.505,71.987,71.465,71.258,71.08,70.902,70.723,70.543,70.363,70.182,70.001,69.818,69.636,69.452,69.255,69.045,68.821,68.583,68.331,68.066,67.786,67.492
Mauritania,MRT,Rural population (% of total population),SP.RUR.TOTL.ZS,93.12,92.565,91.969,91.329,90.643,89.91,89.126,88.288,87.394,86.446,85.436,84.364,83.227,82.029,80.763,79.431,78.029,76.673,75.373,74.025,72.629,71.19,69.705,68.178,66.609,65.006,63.366,61.695,60.218,59.449,58.675,57.896,57.113,56.328,55.538,54.746,53.951,53.155,52.357,51.558,50.756,49.957,49.168,48.39,47.625,46.873,46.134,45.408,44.697,44,43.318,42.652,42,41.364,40.745,40.141,39.554
Mauritius,MUS,Rural population (% of total population),SP.RUR.TOTL.ZS,66.823,66.363,65.897,64.944,63.977,63.001,62.013,61.015,60.006,58.992,57.968,56.938,55.9,56.119,56.338,56.557,56.776,56.995,57.213,57.431,57.649,57.866,58.083,58.299,57.988,57.675,57.361,57.047,56.731,56.416,56.1,56.223,56.347,56.47,56.593,56.716,56.839,56.962,57.084,57.207,57.33,57.54,57.75,57.96,58.17,58.379,58.588,58.797,59.005,59.213,59.421,59.628,59.836,60.021,60.186,60.329,60.452
Malawi,MWI,Rural population (% of total population),SP.RUR.TOTL.ZS,95.61,95.511,95.41,95.306,95.2,95.092,94.982,94.751,94.495,94.227,93.947,93.655,93.349,93.03,92.696,92.348,91.985,91.606,91.364,91.159,90.95,90.737,90.519,90.296,90.069,89.837,89.6,89.359,89.066,88.757,88.44,88.115,87.782,87.442,87.093,86.737,86.371,85.998,85.616,85.478,85.39,85.302,85.214,85.125,85.036,84.946,84.856,84.765,84.674,84.573,84.46,84.337,84.202,84.056,83.898,83.728,83.546
Malaysia,MYS,Rural population (% of total population),SP.RUR.TOTL.ZS,73.402,72.759,72.105,71.442,70.768,70.087,69.396,68.696,67.987,67.271,66.546,65.729,64.896,64.056,63.206,62.348,61.481,60.609,59.729,58.842,57.956,57.193,56.426,55.655,54.881,54.107,53.329,52.55,51.768,50.988,50.206,49.424,48.186,46.891,45.598,44.312,43.031,41.763,40.504,39.258,38.023,37.078,36.144,35.22,34.306,33.406,32.517,31.64,30.775,29.925,29.088,28.265,27.474,26.716,25.99,25.295,24.63
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,30.08159744,29.68045476,29.26021629,28.84363459,28.43061235,28.02128236,27.6173843,27.23780157,26.86145031,26.4887761,26.1983421,26.14695619,26.14819168,26.14921563,26.15014074,26.15121087,26.15209478,26.13893542,26.12704771,26.1143472,26.06834156,25.92603269,25.77269274,25.61970192,25.46859519,25.31767469,25.16777527,25.03086127,24.89408888,24.75860615,24.56631719,24.20183503,23.81905846,23.44091388,23.06662417,22.69690884,22.32825796,21.95471548,21.58441337,21.21822937,20.89747512,20.70525871,20.539855,20.37518982,20.21066386,20.04895519,19.88590367,19.71467046,19.54442089,19.37524778,19.20801543,19.03907775,18.87005988,18.70002975,18.52921483,18.35843998,18.18668491
Namibia,NAM,Rural population (% of total population),SP.RUR.TOTL.ZS,82.091,81.666,81.252,80.83,80.4,79.965,79.522,79.071,78.613,78.148,77.708,77.441,77.171,76.9,76.626,76.349,76.071,75.79,75.507,75.222,74.934,74.645,74.389,74.139,73.887,73.634,73.379,73.123,72.864,72.605,72.344,72.081,71.664,71.177,70.684,70.187,69.684,69.177,68.665,68.149,67.627,67.102,66.234,65.291,64.334,63.368,62.39,61.402,60.403,59.399,58.384,57.363,56.334,55.321,54.322,53.34,52.375
New Caledonia,NCL,Rural population (% of total population),SP.RUR.TOTL.ZS,62.64,61.219,59.776,58.316,56.839,55.354,53.858,52.354,50.844,49.558,48.768,47.978,47.189,46.403,45.618,44.835,44.127,43.738,43.349,42.961,42.574,42.188,41.803,41.468,41.317,41.166,41.015,40.865,40.714,40.573,40.463,40.352,40.241,40.131,40.021,39.91,39.8,39.403,39.008,38.613,38.22,37.829,37.439,37.051,36.664,36.035,35.362,34.694,34.031,33.376,32.727,32.099,31.491,30.904,30.337,29.79,29.262
Niger,NER,Rural population (% of total population),SP.RUR.TOTL.ZS,94.207,94.104,94,93.741,93.471,93.191,92.9,92.507,92.094,91.661,91.206,90.729,90.228,89.704,89.155,88.581,87.979,87.352,86.975,86.767,86.557,86.344,86.129,85.91,85.688,85.464,85.237,85.007,84.791,84.711,84.632,84.551,84.471,84.39,84.309,84.227,84.145,84.063,83.98,83.897,83.814,83.73,83.635,83.529,83.41,83.28,83.137,82.982,82.815,82.634,82.441,82.234,82.014,81.78,81.531,81.268,80.99
Nigeria,NGA,Rural population (% of total population),SP.RUR.TOTL.ZS,84.59,84.367,84.142,83.913,83.682,83.449,83.212,82.973,82.731,82.487,82.24,81.849,81.451,81.048,80.637,80.22,79.795,79.364,78.926,78.482,78.03,77.329,76.611,75.878,75.128,74.365,73.586,72.791,71.981,71.158,70.32,69.824,69.323,68.818,68.309,67.795,67.275,66.753,66.227,65.696,65.16,64.331,63.492,62.644,61.788,60.926,60.057,59.181,58.298,57.412,56.52,55.638,54.766,53.906,53.058,52.224,51.403
Nicaragua,NIC,Rural population (% of total population),SP.RUR.TOTL.ZS,60.419,59.97,59.519,58.995,58.145,57.293,56.435,55.573,54.707,53.84,52.97,52.223,51.983,51.743,51.503,51.263,51.023,50.783,50.543,50.303,50.062,49.823,49.582,49.342,49.102,48.862,48.622,48.382,48.142,47.902,47.663,47.423,47.183,46.944,46.705,46.466,46.225,45.984,45.744,45.504,45.263,45.024,44.784,44.545,44.305,44.067,43.819,43.563,43.299,43.026,42.745,42.456,42.159,41.854,41.541,41.221,40.893
Netherlands,NLD,Rural population (% of total population),SP.RUR.TOTL.ZS,40.248,39.98,39.796,39.613,39.43,39.247,39.064,38.882,38.7,38.519,38.337,38.087,37.768,37.45,37.133,36.817,36.502,36.189,35.877,35.565,35.255,34.896,34.489,34.084,33.681,33.281,32.883,32.487,32.094,31.704,31.316,30.671,29.777,28.9,28.038,27.191,26.36,25.547,24.75,23.97,23.205,22.17,20.887,19.659,18.486,17.37,16.364,15.461,14.598,13.758,12.939,12.163,11.425,10.729,10.09,9.504,8.968
Norway,NOR,Rural population (% of total population),SP.RUR.TOTL.ZS,50.08,49.002,47.347,45.698,44.056,42.432,40.821,39.23,37.66,36.119,34.604,33.77,33.275,32.784,32.297,31.813,31.333,30.858,30.386,29.919,29.455,29.213,29.082,28.951,28.82,28.69,28.56,28.43,28.301,28.172,28.044,27.735,27.335,26.939,26.547,26.236,25.961,25.691,25.625,24.914,23.919,23.439,23.001,22.77,22.725,22.51,22.111,21.766,21.474,21.185,20.898,20.615,20.335,20.061,19.792,19.527,19.266
Nepal,NPL,Rural population (% of total population),SP.RUR.TOTL.ZS,96.52,96.429,96.388,96.347,96.305,96.263,96.22,96.177,96.133,96.089,96.044,95.995,95.802,95.601,95.39,95.17,94.939,94.698,94.447,94.184,93.909,93.624,93.384,93.136,92.879,92.614,92.34,92.056,91.762,91.459,91.146,90.82,90.415,89.995,89.558,89.105,88.633,88.145,87.639,87.114,86.569,86.033,85.737,85.436,85.129,84.817,84.5,84.178,83.85,83.517,83.178,82.834,82.482,82.123,81.757,81.385,81.005
Nauru,NRU,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,Rural population (% of total population),SP.RUR.TOTL.ZS,24.002,23.475,22.867,22.27,21.683,21.109,20.579,20.148,19.723,19.305,18.894,18.509,18.181,17.859,17.54,17.226,16.972,16.872,16.771,16.672,16.572,16.489,16.448,16.408,16.367,16.327,16.22,15.975,15.732,15.494,15.258,15.067,14.966,14.866,14.766,14.667,14.579,14.515,14.451,14.387,14.323,14.236,14.1,14,13.974,13.948,13.922,13.896,13.87,13.852,13.835,13.817,13.8,13.777,13.749,13.716,13.678
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,37.54161781,37.0493645,36.5566768,36.04740845,35.53935859,35.03320628,34.53005441,34.01869169,33.52023217,33.03742834,32.5752499,32.18456561,31.82558663,31.4803718,31.13027237,30.79973376,30.54489145,30.30024858,30.05340159,29.81119553,29.56844931,29.27020321,28.98109827,28.70606615,28.44042824,28.17538242,27.90042065,27.65208832,27.31275489,27.04171767,26.75171836,26.46597673,26.20037257,25.93865144,25.68121194,25.42706034,25.19553335,24.97401589,24.75465649,24.5300355,24.30222699,23.95962304,23.56505805,23.18920712,22.82975912,22.4836398,22.16558003,21.86273569,21.56701304,21.28017874,21.00008551,20.72531348,20.46652441,20.22044457,19.98056326,19.74351402,19.51256402
Oman,OMN,Rural population (% of total population),SP.RUR.TOTL.ZS,83.6,82.525,81.393,80.206,78.96,77.662,76.306,74.894,73.425,71.907,70.335,68.713,67.042,65.331,63.577,61.787,59.961,58.112,56.238,54.346,52.438,50.529,48.615,46.706,44.803,42.921,41.056,39.217,37.406,35.634,33.898,32.204,30.553,28.956,28.312,28.331,28.351,28.371,28.391,28.411,28.431,28.451,28.471,28.491,28.173,27.6,27.033,26.473,25.92,25.376,24.839,24.309,23.796,23.301,22.822,22.359,21.912
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,72.8056903,72.38322589,71.93266849,71.42689196,70.88015342,70.30859508,69.7425484,69.22685839,68.68612858,68.1243176,67.54110398,66.9237732,66.34490709,65.82949201,65.23027643,64.58254534,63.90682952,63.24686055,62.58054955,61.93951428,61.30413996,60.68485167,60.04802936,59.47971168,58.87763795,58.22548404,57.51176096,56.76495965,55.99944499,55.25498047,54.53641529,53.89132107,53.49244295,53.15164776,52.79196145,52.4393514,52.04894552,51.63598309,51.21204723,50.7587239,50.28204086,49.80956202,49.34888128,48.85886287,48.31431089,47.6796519,46.97174104,46.21525082,45.44099968,44.70080258,44.0391454,43.45314822,42.92755451,42.44868573,42.00000015,41.56935647,41.15612873
Pakistan,PAK,Rural population (% of total population),SP.RUR.TOTL.ZS,77.896,77.499,77.249,76.998,76.744,76.489,76.231,75.972,75.711,75.448,75.183,74.916,74.647,74.329,73.995,73.659,73.319,72.977,72.632,72.285,71.934,71.62,71.381,71.141,70.899,70.656,70.412,70.167,69.92,69.673,69.424,69.174,68.923,68.671,68.418,68.164,67.908,67.652,67.395,67.126,66.845,66.554,66.25,65.935,65.608,65.27,64.92,64.558,64.184,63.799,63.402,62.993,62.572,62.14,61.697,61.242,60.776
Panama,PAN,Rural population (% of total population),SP.RUR.TOTL.ZS,58.751,58.147,57.506,56.863,56.216,55.569,54.92,54.268,53.615,52.962,52.36,52.081,51.801,51.521,51.241,50.962,50.681,50.402,50.121,49.841,49.553,49.214,48.874,48.535,48.195,47.857,47.518,47.18,46.841,46.503,46.097,45.243,44.391,43.544,42.699,41.859,41.022,40.193,39.368,38.549,37.802,37.506,37.211,36.917,36.623,36.331,36.04,35.749,35.46,35.172,34.885,34.595,34.302,34.006,33.708,33.408,33.105
Peru,PER,Rural population (% of total population),SP.RUR.TOTL.ZS,53.189,52.602,51.486,50.368,49.248,48.132,47.017,45.904,44.793,43.691,42.594,41.504,40.453,39.812,39.173,38.539,37.907,37.281,36.659,36.04,35.426,34.818,34.39,33.969,33.551,33.136,32.723,32.313,31.905,31.501,31.099,30.7,30.303,29.911,29.479,29.049,28.623,28.202,27.784,27.369,26.958,26.552,26.15,25.751,25.356,24.966,24.579,24.197,23.818,23.448,23.085,22.731,22.384,22.046,21.715,21.391,21.076
Philippines,PHL,Rural population (% of total population),SP.RUR.TOTL.ZS,69.703,69.445,69.184,68.923,68.66,68.396,68.131,67.865,67.597,67.328,67.021,66.507,65.988,65.467,64.941,64.44,64.083,63.725,63.365,63.003,62.519,61.429,60.325,59.211,58.085,56.954,55.815,54.669,53.517,52.364,51.41,51.47,51.53,51.59,51.65,51.71,51.77,51.83,51.89,51.95,52.045,52.316,52.586,52.857,53.128,53.397,53.667,53.937,54.207,54.476,54.745,54.983,55.19,55.367,55.512,55.627,55.711
Palau,PLW,Rural population (% of total population),SP.RUR.TOTL.ZS,43.177,42.886,42.595,42.304,42.013,41.724,41.435,41.147,40.858,40.571,40.285,39.999,39.713,39.429,39.145,38.862,38.579,38.298,38.017,37.737,37.458,36.591,35.578,34.579,33.591,32.62,31.812,31.459,31.108,30.76,30.407,30.034,29.663,29.296,28.931,28.569,28.842,29.268,29.698,30.131,30.037,28.374,26.765,25.216,23.725,22.3,20.979,19.759,18.633,17.596,16.642,15.766,14.961,14.224,13.548,12.929,12.364
Papua New Guinea,PNG,Rural population (% of total population),SP.RUR.TOTL.ZS,96.275,95.976,95.653,95.306,94.931,94.53,94.098,93.288,92.375,91.351,90.204,88.922,88.7,88.493,88.283,88.07,87.853,87.634,87.41,87.183,86.953,86.758,86.572,86.384,86.194,86.002,85.807,85.61,85.411,85.209,85.006,85.184,85.371,85.555,85.738,85.919,86.099,86.276,86.451,86.625,86.796,86.818,86.836,86.854,86.873,86.891,86.909,86.927,86.945,86.963,86.981,87,87.018,87.023,87.015,86.995,86.961
Poland,POL,Rural population (% of total population),SP.RUR.TOTL.ZS,52.108,51.473,51.074,50.674,50.273,49.874,49.474,49.074,48.674,48.274,47.875,47.332,46.676,46.023,45.371,44.72,44.071,43.425,42.78,42.288,41.914,41.541,41.169,40.798,40.427,40.058,39.69,39.324,38.957,38.775,38.73,38.685,38.641,38.596,38.551,38.507,38.462,38.417,38.373,38.328,38.284,38.239,38.213,38.324,38.436,38.548,38.659,38.771,38.884,38.996,39.108,39.22,39.312,39.383,39.432,39.461,39.469
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,86.63945055,86.28198813,85.91258511,85.52501346,85.11699516,84.69449636,84.28793909,83.87272165,83.4316781,82.97618129,82.52359144,82.01849853,81.49655656,80.96796164,80.44188229,79.90290748,79.34893733,78.80448178,78.26495254,77.79422353,77.35687933,76.87289708,76.38098197,75.86827459,75.32357169,74.75990355,74.20218213,73.65100747,73.12646397,72.62178668,72.09844656,71.68920435,71.30905372,70.93929846,70.62806114,70.31351619,69.99438897,69.65452163,69.31264818,68.96731459,68.62250639,68.20710969,67.78809146,67.35037693,66.90444232,66.44295977,65.97349421,65.4939196,65.00629921,64.51096791,64.00645582,63.49609131,62.98038818,62.4614486,61.94076905,61.41954103,60.89780233
Puerto Rico,PRI,Rural population (% of total population),SP.RUR.TOTL.ZS,55.453,54.067,52.673,51.276,49.874,48.476,47.079,45.686,44.298,42.923,41.672,40.77,39.873,38.986,38.104,37.23,36.363,35.508,34.66,33.822,32.165,28.228,24.594,21.289,18.316,15.683,13.363,11.34,9.587,8.085,7.058,6.894,6.733,6.576,6.422,6.271,6.124,5.98,5.839,5.702,5.613,5.667,5.722,5.776,5.832,5.888,5.944,6.001,6.058,6.116,6.175,6.229,6.278,6.324,6.364,6.4,6.431
"Korea, Dem. People_s Rep.",PRK,Rural population (% of total population),SP.RUR.TOTL.ZS,59.805,58.838,57.864,56.884,55.898,54.909,53.916,52.919,50.988,48.391,45.8,45.298,44.796,44.297,43.798,43.3,43.26,43.22,43.18,43.14,43.1,42.951,42.802,42.654,42.505,42.356,42.208,42.06,41.912,41.764,41.616,41.469,41.321,41.174,41.061,40.982,40.903,40.824,40.745,40.666,40.588,40.509,40.43,40.352,40.273,40.195,40.116,40.038,39.96,39.882,39.79,39.684,39.564,39.431,39.285,39.125,38.952
Portugal,PRT,Rural population (% of total population),SP.RUR.TOTL.ZS,65.045,64.656,64.278,63.899,63.517,63.134,62.75,62.364,61.975,61.586,61.196,60.803,60.409,60.015,59.618,59.221,58.821,58.422,58.021,57.619,57.215,56.779,56.262,55.743,55.223,54.702,54.18,53.658,53.133,52.609,52.085,51.531,50.87,50.211,49.551,48.891,48.23,47.572,46.914,46.257,45.601,44.956,44.334,43.713,43.093,42.478,41.863,41.251,40.641,40.036,39.433,38.833,38.242,37.662,37.092,36.532,35.983
Paraguay,PRY,Rural population (% of total population),SP.RUR.TOTL.ZS,64.431,64.33,64.229,64.084,63.921,63.757,63.593,63.429,63.265,63.1,62.935,62.77,62.604,62.084,61.553,61.019,60.482,59.944,59.402,58.859,58.312,57.765,57.215,56.488,55.753,55.017,54.278,53.537,52.793,52.051,51.306,50.561,49.814,49.156,48.512,47.869,47.226,46.586,45.946,45.307,44.669,44.034,43.4,43.107,42.878,42.65,42.422,42.194,41.966,41.74,41.513,41.286,41.06,40.826,40.584,40.334,40.076
